"divipola","departamento","municipio","vigencia","femenino","masculino","no binario","género no responde","primera infancia 0 a 5 años","infancia 6 a 11 años","adolescencia 12 a 17 años","juventud 18 a 29 años","adultez 29 a 59 años","personas mayores 60 o más años","negros, afrocolombianos, raizales y palenqueros","indígenas","rrom","urbano","rural","LGBTIQ+","personas con discapacidad","personas defensoras de derechos humanos y liderazgo social","personas campesinas","persona en proceso de reincorporacion","víctimas","total personas de atendidas","Centroide del municipio"
"41551","Huila","Pitalito","2,025","269","263","0","0","39","264","217","3","8","1","3","38","0","0","0","0","2","0","229","0","0","532","POINT (-76.048925 1.852523)"
"19364","Cauca","Jambaló","2,024","120","142","0","1","7","165","83","3","2","3","0","262","0","0","0","0","0","0","0","0","0","263","POINT (-76.323877 2.777834)"
"20614","Cesar","Río de Oro","2,024","276","268","0","0","0","151","384","6","3","0","0","0","0","0","0","0","1","0","0","0","0","544","POINT (-73.386393 8.292292)"
"70235","Sucre","Galeras","2,024","38","11","0","2","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","51","POINT (-75.048576 9.159583)"
"99524","Vichada","La Primavera","2,024","3","1","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-70.410515 5.486309)"
"68344","Santander","Hato","2,023","7","3","0","0","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-73.308399 6.543957)"
"19698","Cauca","Santander de Quilichao","2,023","442","462","0","0","143","1","166","25","21","549","75","123","0","0","0","0","1","0","0","0","0","905","POINT (-76.485082 3.01517)"
"54498","Norte de Santander","Ocaña","2,023","131","97","0","0","1","100","74","26","25","2","0","0","0","0","0","0","3","0","0","0","0","228","POINT (-73.355889 8.247588)"
"41378","Huila","La Argentina","2,026","52","47","0","0","0","37","62","0","0","0","0","3","0","0","0","0","0","0","0","0","0","99","POINT (-75.979763 2.198496)"
"23350","Córdoba","La Apartada","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.332591 8.044806)"
"15667","Boyacá","San Luis de Gaceno","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.168076 4.81976)"
"54720","Norte de Santander","Sardinata","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.800577 8.082105)"
"20238","Cesar","El Copey","2,025","562","568","0","0","0","582","548","0","0","0","5","1","0","0","0","0","3","0","66","0","0","1,130","POINT (-73.962751 10.149626)"
"13433","Bolívar","Mahates","2,025","288","256","0","0","12","319","201","9","3","0","497","0","0","0","0","0","0","0","123","0","0","544","POINT (-75.191583 10.233316)"
"68655","Santander","Sabana de Torres","2,025","741","757","0","0","58","634","792","14","0","0","0","0","0","0","0","0","15","0","861","0","0","1,498","POINT (-73.49906 7.391919)"
"68190","Santander","Cimitarra","2,025","386","471","0","2","90","426","317","23","3","0","0","0","0","0","0","0","19","0","0","0","0","859","POINT (-73.953011 6.320886)"
"50686","Meta","San Juanito","2,025","7","9","0","0","0","0","0","0","14","2","2","0","0","0","0","0","0","0","4","0","0","16","POINT (-73.676699 4.458181)"
"15455","Boyacá","Miraflores","2,025","3","2","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","5","POINT (-73.14563 5.196515)"
"08436","Atlántico","Manatí","2,024","283","327","0","0","1","418","170","21","0","0","103","3","0","0","0","0","0","0","0","0","0","610","POINT (-74.956867 10.449089)"
"25823","Cundinamarca","Topaipí","2,024","2","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-74.302688 5.335973)"
"05034","Antioquia","Andes","2,023","6","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","6","POINT (-75.878828 5.657194)"
"25372","Cundinamarca","Junín","2,023","4","3","0","0","0","3","0","0","4","0","7","0","0","0","0","0","0","0","0","0","0","7","POINT (-73.662961 4.79057)"
"41770","Huila","Suaza","2,026","304","260","0","0","9","414","140","1","0","0","0","0","0","0","0","0","0","0","344","0","0","564","POINT (-75.79525 1.976051)"
"41548","Huila","Pital","2,023","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.805174 2.26752)"
"15092","Boyacá","Betéitiva","2,026","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-72.809014 5.909978)"
"41319","Huila","Guadalupe","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.755028 2.025157)"
"73671","Tolima","Saldaña","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.016153 3.926909)"
"05400","Antioquia","La Unión","2,025","7","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-75.360874 5.973845)"
"47555","Magdalena","Plato","2,025","554","485","0","0","39","558","424","8","8","2","2","0","1","0","0","0","0","0","0","0","0","1,039","POINT (-74.784679 9.796769)"
"85325","Casanare","San Luis de Palenque","2,025","51","64","0","0","6","70","39","0","0","0","0","0","0","0","0","0","0","0","42","0","0","115","POINT (-71.731853 5.421013)"
"25178","Cundinamarca","Chipaque","2,024","5","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","5","POINT (-74.044876 4.442671)"
"13760","Bolívar","Soplaviento","2,023","8","5","0","0","0","0","3","5","5","0","9","0","0","0","0","0","1","0","0","0","0","13","POINT (-75.136404 10.38839)"
"13433","Bolívar","Mahates","2,026","139","100","0","0","4","172","61","2","0","0","239","0","0","0","0","0","1","0","120","0","0","239","POINT (-75.191583 10.233316)"
"54599","Norte de Santander","Ragonvalia","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.476708 7.577861)"
"25823","Cundinamarca","Topaipí","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.302688 5.335973)"
"25878","Cundinamarca","Viotá","2,024","4","2","0","0","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","6","POINT (-74.523131 4.43935)"
"05148","Antioquia","El Carmen de Viboral","2,024","7","4","0","3","0","0","0","8","5","1","0","0","0","0","0","0","0","0","0","0","0","14","POINT (-75.334146 6.083185)"
"15696","Boyacá","Santa Sofía","2,024","58","53","0","0","0","80","29","0","1","1","0","0","0","0","0","0","5","0","0","0","0","111","POINT (-73.602707 5.713269)"
"23464","Córdoba","Momil","2,024","12","8","0","1","0","0","0","21","0","0","1","1","0","0","0","0","0","0","0","0","0","21","POINT (-75.67796 9.240707)"
"47205","Magdalena","Concordia","2,023","6","2","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-74.83303 10.257314)"
"25473","Cundinamarca","Mosquera","2,023","43","16","0","0","0","2","4","23","28","2","1","0","0","0","0","0","0","0","0","0","0","59","POINT (-74.231775 4.711371)"
"41132","Huila","Campoalegre","2,026","124","135","0","0","14","134","110","1","0","0","0","2","0","0","0","0","0","0","97","0","0","259","POINT (-75.325724 2.686757)"
"05658","Antioquia","San José de la Montaña","2,024","3","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-75.683352 6.85009)"
"25486","Cundinamarca","Nemocón","2,024","2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-73.87963 5.067365)"
"68524","Santander","Palmas del Socorro","2,023","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","2","POINT (-73.287764 6.406139)"
"25781","Cundinamarca","Sutatausa","2,023","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.853159 5.247482)"
"27495","Chocó","Nuquí","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.265614 5.708753)"
"27050","Chocó","Atrato","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.635674 5.531419)"
"54239","Norte de Santander","Durania","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.658491 7.714804)"
"52250","Nariño","El Charco","2,025","96","104","0","0","0","89","104","5","2","0","200","0","0","0","0","0","0","0","94","0","0","200","POINT (-78.109865 2.477545)"
"25486","Cundinamarca","Nemocón","2,025","3","9","0","0","0","0","1","0","8","3","0","0","0","0","0","0","0","0","0","0","0","12","POINT (-73.87963 5.067365)"
"11001","Bogotá, D. C.","Bogotá, D.C.","2,024","1,011","864","0","55","3","173","95","915","681","63","41","30","1","0","0","24","127","0","0","0","0","1,930","POINT (-74.107359 4.650173)"
"47692","Magdalena","San Sebastián de Buenavista","2,023","5","3","0","0","0","0","0","6","2","0","0","0","0","0","0","0","1","0","0","0","0","8","POINT (-74.3516 9.240521)"
"15720","Boyacá","Sativanorte","2,023","10","3","0","0","0","0","1","6","6","0","0","0","0","0","0","0","0","0","0","0","0","13","POINT (-72.708458 6.131132)"
"08685","Atlántico","Santo Tomás","2,023","323","405","0","0","0","279","429","19","1","0","1","0","0","0","0","0","21","0","0","0","0","728","POINT (-74.754112 10.756056)"
"19450","Cauca","Mercaderes","2,026","315","327","0","0","43","399","196","4","0","0","81","1","0","0","0","0","17","0","527","0","0","642","POINT (-77.165844 1.775772)"
"41306","Huila","Gigante","2,026","353","295","0","0","9","450","186","2","1","0","0","1","0","0","0","0","11","0","207","0","0","648","POINT (-75.54122 2.388236)"
"88564","Archipiélago de San Andrés, Providencia y Santa Catalina","Providencia","2,026","40","56","0","0","5","90","1","0","0","0","89","0","0","0","0","0","0","0","24","0","0","96","POINT (-81.370912 13.3701)"
"52227","Nariño","Cumbal","2,026","2","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","1","0","0","2","POINT (-77.792279 0.906301)"
"68370","Santander","Jordán","2,024","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.096053 6.732727)"
"25843","Cundinamarca","Villa de San Diego de Ubaté","2,023","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.814356 5.307528)"
"05086","Antioquia","Belmira","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.667779 6.606319)"
"25312","Cundinamarca","Granada","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.350766 4.519763)"
"91407","Amazonas","La Pedrera (Anm)","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-69.588421 -1.319313)"
"68573","Santander","Puerto Parra","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.056129 6.650785)"
"73226","Tolima","Cunday","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.692227 4.059259)"
"85325","Casanare","San Luis de Palenque","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-71.731853 5.421013)"
"27099","Chocó","Bojayá","2,025","602","677","0","0","39","533","569","137","1","0","449","817","0","0","0","0","0","0","1,101","0","0","1,279","POINT (-76.883465 6.556303)"
"27413","Chocó","Lloró","2,025","233","289","0","0","8","139","270","99","5","1","108","414","0","0","0","0","0","0","116","0","0","522","POINT (-76.545238 5.498161)"
"05250","Antioquia","El Bagre","2,025","438","449","0","0","155","336","370","16","10","0","10","0","0","0","0","0","9","0","0","0","0","887","POINT (-74.799097 7.5975)"
"05093","Antioquia","Betulia","2,025","163","222","0","1","15","289","78","4","0","0","2","0","0","0","0","0","1","0","203","0","0","386","POINT (-75.984452 6.115208)"
"73854","Tolima","Valle de San Juan","2,025","101","104","0","0","36","164","5","0","0","0","0","2","0","0","0","0","0","0","2","0","0","205","POINT (-75.115669 4.197494)"
"05030","Antioquia","Amagá","2,024","131","140","0","0","35","213","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","271","POINT (-75.702041 6.038817)"
"73124","Tolima","Cajamarca","2,024","290","308","0","1","21","321","244","12","0","1","1","0","0","0","0","0","0","0","0","0","0","599","POINT (-75.435748 4.436595)"
"41551","Huila","Pitalito","2,026","449","373","0","0","42","448","325","7","0","0","2","2","0","0","0","0","8","0","193","0","0","822","POINT (-76.048925 1.852523)"
"41872","Huila","Villavieja","2,026","98","123","0","0","0","132","89","0","0","0","0","0","0","0","0","0","2","0","113","0","0","221","POINT (-75.21723 3.220791)"
"25885","Cundinamarca","Yacopí","2,024","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.33806 5.459272)"
"73504","Tolima","Ortega","2,023","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","POINT (-75.222601 3.934916)"
"05495","Antioquia","Nechí","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.77647 8.094129)"
"41518","Huila","Paicol","2,024","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.772993 2.449527)"
"66456","Risaralda","Mistrató","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.882886 5.297039)"
"05652","Antioquia","San Francisco","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.101467 5.961785)"
"15762","Boyacá","Sora","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.450153 5.56684)"
"94885","Guainía","La Guadalupe (Anm)","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-66.963692 1.632464)"
"68773","Santander","Sucre","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.790975 5.918743)"
"76318","Valle del Cauca","Guacarí","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.331168 3.762678)"
"76828","Valle del Cauca","Trujillo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.318818 4.212037)"
"23464","Córdoba","Momil","2,025","37","50","0","0","0","49","29","5","3","1","0","21","0","0","0","0","0","0","64","0","0","87","POINT (-75.67796 9.240707)"
"25290","Cundinamarca","Fusagasugá","2,025","438","532","0","0","41","511","389","12","17","0","5","0","0","0","0","0","37","0","7","0","0","970","POINT (-74.365398 4.337922)"
"05659","Antioquia","San Juan de Urabá","2,025","348","283","0","0","16","343","268","4","0","0","511","0","0","0","0","0","7","0","357","0","0","631","POINT (-76.52857 8.758964)"
"05495","Antioquia","Nechí","2,025","256","286","0","0","33","182","307","20","0","0","0","0","0","0","0","0","2","0","0","0","0","542","POINT (-74.77647 8.094129)"
"27099","Chocó","Bojayá","2,024","125","95","0","0","0","45","90","41","36","8","186","19","0","0","0","0","0","0","0","0","0","220","POINT (-76.883465 6.556303)"
"88001","Archipiélago de San Andrés, Providencia y Santa Catalina","San Andrés","2,024","161","150","0","1","0","144","125","16","20","7","293","0","0","0","0","1","1","0","0","0","0","312","POINT (-81.696063 12.583014)"
"25777","Cundinamarca","Supatá","2,024","5","3","0","0","0","1","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","8","POINT (-74.235403 5.06162)"
"54223","Norte de Santander","Cucutilla","2,023","5","4","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","POINT (-72.772816 7.539633)"
"05440","Antioquia","Marinilla","2,026","86","97","0","1","0","172","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","184","POINT (-75.33889 6.172156)"
"19142","Cauca","Caloto","2,026","103","111","0","0","22","138","54","0","0","0","1","174","0","0","0","0","0","0","151","0","0","214","POINT (-76.408941 3.034531)"
"13030","Bolívar","Altos del Rosario","2,024","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.164902 8.79187)"
"41518","Huila","Paicol","2,025","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.772993 2.449527)"
"15759","Boyacá","Sogamoso","2,026","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-72.9231 5.725677)"
"05145","Antioquia","Caramanta","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.643868 5.54853)"
"68684","Santander","San José de Miranda","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.733616 6.658995)"
"13580","Bolívar","Regidor","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.821638 8.666258)"
"41770","Huila","Suaza","2,025","274","290","0","0","1","459","103","1","0","0","0","0","0","0","0","0","0","0","116","0","0","564","POINT (-75.79525 1.976051)"
"19001","Cauca","Popayán","2,024","339","297","0","10","3","443","86","54","32","28","22","24","0","0","0","0","13","0","0","0","0","646","POINT (-76.57422 2.482561)"
"23189","Córdoba","Ciénaga de Oro","2,024","753","804","0","0","19","439","1,058","36","3","2","381","313","0","0","0","0","1","0","0","0","0","1,557","POINT (-75.620807 8.875794)"
"15664","Boyacá","San José de Pare","2,023","5","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","POINT (-73.545397 6.018924)"
"41885","Huila","Yaguará","2,023","2","4","0","0","0","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","6","POINT (-75.518023 2.664694)"
"54174","Norte de Santander","Chitagá","2,023","5","4","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","9","POINT (-72.665468 7.138187)"
"73347","Tolima","Herveo","2,023","3","7","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-75.177151 5.080228)"
"85250","Casanare","Paz de Ariporo","2,023","9","10","0","0","0","0","0","14","5","0","0","0","0","0","0","0","0","0","0","0","0","19","POINT (-71.890348 5.879827)"
"52001","Nariño","Pasto","2,023","296","301","2","0","0","99","188","151","88","75","36","10","0","0","0","0","53","0","0","0","0","601","POINT (-77.278597 1.212022)"
"70265","Sucre","Guaranda","2,023","40","0","0","0","0","0","0","5","28","7","13","12","0","0","0","0","0","0","0","0","0","40","POINT (-74.538345 8.464847)"
"15494","Boyacá","Nuevo Colón","2,026","120","132","0","0","8","189","55","0","0","0","0","0","0","0","0","0","0","0","97","0","0","252","POINT (-73.456759 5.355317)"
"25035","Cundinamarca","Anapoima","2,023","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.528676 4.562737)"
"13030","Bolívar","Altos del Rosario","2,025","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.164902 8.79187)"
"15808","Boyacá","Tinjacá","2,026","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.646847 5.579713)"
"15455","Boyacá","Miraflores","2,026","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.14563 5.196515)"
"05044","Antioquia","Anzá","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.854442 6.302641)"
"50110","Meta","Barranca de Upía","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.961083 4.566225)"
"50313","Meta","Granada","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.712572 3.551865)"
"73026","Tolima","Alvarado","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.953418 4.567356)"
"13001","Bolívar","Cartagena de Indias","2,025","1,100","983","0","65","0","1,172","794","90","66","26","1,207","4","0","0","0","0","7","0","0","0","0","2,148","POINT (-75.496269 10.385126)"
"15180","Boyacá","Chiscas","2,025","109","139","0","0","9","133","104","2","0","0","0","0","0","0","0","0","2","0","248","0","0","248","POINT (-72.501162 6.553845)"
"15533","Boyacá","Paya","2,025","66","122","0","0","6","81","98","1","2","0","0","0","0","0","0","0","1","0","186","0","0","188","POINT (-72.423775 5.625699)"
"63272","Quindío","Filandia","2,024","221","219","0","0","4","298","130","5","3","0","0","0","0","0","0","0","10","0","0","0","0","440","POINT (-75.658675 4.674213)"
"25758","Cundinamarca","Sopó","2,023","8","4","0","0","0","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","13","POINT (-73.945775 4.906331)"
"70523","Sucre","Palmito","2,023","34","8","0","0","1","0","3","9","25","4","3","7","0","0","0","0","0","0","0","0","0","42","POINT (-75.541264 9.333157)"
"68498","Santander","Ocamonte","2,025","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.122563 6.339988)"
"85410","Casanare","Tauramena","2,026","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","POINT (-72.74662 5.018977)"
"54871","Norte de Santander","Villa Caro","2,026","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-72.971282 7.915047)"
"25293","Cundinamarca","Gachalá","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.520161 4.693579)"
"27413","Chocó","Lloró","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.545238 5.498161)"
"05142","Antioquia","Caracolí","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.757421 6.409829)"
"05652","Antioquia","San Francisco","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.101467 5.961785)"
"15550","Boyacá","Pisba","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.486023 5.72141)"
"18756","Caquetá","Solano","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.253702 0.699077)"
"52083","Nariño","Belén","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.015621 1.595719)"
"97889","Vaupés","Yavaraté (Anm)","2,025","48","47","0","0","2","21","64","8","0","0","0","95","0","0","0","0","0","0","0","0","0","95","POINT (-69.203337 0.609142)"
"73461","Tolima","Murillo","2,025","139","184","0","0","20","134","158","7","4","0","0","0","0","0","0","0","6","0","79","0","0","323","POINT (-75.170787 4.875071)"
"41668","Huila","San Agustín","2,024","113","107","0","0","1","90","124","4","1","0","0","22","0","0","0","0","0","0","0","0","0","220","POINT (-76.27036 1.881081)"
"41001","Huila","Neiva","2,024","266","276","0","1","7","398","105","17","14","2","3","17","0","0","0","0","3","0","0","0","0","543","POINT (-75.277285 2.935971)"
"44279","La Guajira","Fonseca","2,024","220","218","0","0","9","200","191","21","16","1","2","226","0","0","0","0","1","0","0","0","0","438","POINT (-72.846662 10.884301)"
"68092","Santander","Betulia","2,023","2","3","0","0","0","0","0","2","3","0","0","0","0","0","0","0","2","0","0","0","0","5","POINT (-73.283669 6.899525)"
"68020","Santander","Albania","2,023","4","3","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-73.913823 5.758993)"
"19355","Cauca","Inzá","2,023","2","6","0","0","0","1","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","8","POINT (-76.063503 2.549183)"
"25120","Cundinamarca","Cabrera","2,023","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-74.484144 3.984615)"
"27580","Chocó","Río Iró","2,023","2","1","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","3","POINT (-76.472925 5.1863)"
"63302","Quindío","Génova","2,023","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.789584 4.207537)"
"13655","Bolívar","San Jacinto del Cauca","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.721083 8.251599)"
"50287","Meta","Fuentedeoro","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.618121 3.462875)"
"85315","Casanare","Sácama","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.250157 6.096738)"
"25407","Cundinamarca","Lenguazaque","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.711512 5.306131)"
"05086","Antioquia","Belmira","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.667779 6.606319)"
"15507","Boyacá","Otanche","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.180965 5.657536)"
"54743","Norte de Santander","Silos","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.757128 7.204736)"
"66594","Risaralda","Quinchía","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.730431 5.340456)"
"68079","Santander","Barichara","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.223047 6.634111)"
"76403","Valle del Cauca","La Victoria","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.036529 4.523603)"
"41001","Huila","Neiva","2,025","461","479","0","0","42","841","50","3","3","1","0","1","0","0","0","0","23","0","0","0","0","940","POINT (-75.277285 2.935971)"
"73124","Tolima","Cajamarca","2,025","622","642","0","0","50","663","529","21","1","0","1","0","0","0","0","0","6","0","932","0","0","1,264","POINT (-75.435748 4.436595)"
"15762","Boyacá","Sora","2,025","10","2","0","1","1","0","5","3","4","0","0","0","0","0","0","0","0","0","4","0","0","13","POINT (-73.450153 5.56684)"
"23807","Córdoba","Tierralta","2,024","243","177","0","1","0","198","196","23","4","0","5","5","0","0","0","0","0","0","0","0","0","421","POINT (-76.059797 8.170612)"
"19397","Cauca","La Vega","2,024","114","127","0","0","5","108","113","8","5","2","0","1","0","0","0","0","0","0","0","0","0","241","POINT (-76.779032 2.001109)"
"23068","Córdoba","Ayapel","2,024","494","516","0","3","11","353","593","51","5","0","0","1","0","0","0","0","1","0","0","0","0","1,013","POINT (-75.146048 8.313838)"
"20228","Cesar","Curumaní","2,024","5","11","0","0","0","0","0","8","8","0","2","0","0","0","0","0","2","0","0","0","0","16","POINT (-73.540843 9.201716)"
"18860","Caquetá","Valparaíso","2,024","0","5","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","5","POINT (-75.70671 1.194619)"
"05400","Antioquia","La Unión","2,024","6","2","0","1","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","9","POINT (-75.360874 5.973845)"
